dataset,model,prompt,is_open,co2_g,throughput_tok_s,runtime_seconds,num_examples,docs_per_sec
SemEval 2016,Nemotron-Mini-4B-Instruct,few_shot_12,True,0.237429300446,50919.25,20,1249,62.45
SemEval 2016,Nemotron-Mini-4B-Instruct,few_shot_15,True,0.240539521097,59285.05,20,1249,62.45
SemEval 2016,Nemotron-Mini-4B-Instruct,few_shot_3,True,0.620855537291,8238.87,61,1249,20.475409836065573
SemEval 2016,Nemotron-Mini-4B-Instruct,few_shot_6,True,0.249786045355,32079.71,21,1249,59.476190476190474
SemEval 2016,Nemotron-Mini-4B-Instruct,few_shot_9,True,0.248687415095,44195.79,19,1249,65.73684210526316
SemEval 2016,Nemotron-Mini-4B-Instruct,question,True,0.223130785445,19544.5,16,1249,78.0625
SemEval 2016,Nemotron-Mini-4B-Instruct,semantic_icl_12,True,0.688117652786,27524.44,36,1249,34.69444444444444
SemEval 2016,Nemotron-Mini-4B-Instruct,semantic_icl_15,True,0.753983429134,35046.18,33,1249,37.84848484848485
SemEval 2016,Nemotron-Mini-4B-Instruct,semantic_icl_3,True,0.778934886936,6953.23,71,1249,17.591549295774648
SemEval 2016,Nemotron-Mini-4B-Instruct,semantic_icl_6,True,0.875722022582,8893.84,74,1249,16.87837837837838
SemEval 2016,Nemotron-Mini-4B-Instruct,semantic_icl_9,True,0.560230576479,24988.61,33,1249,37.84848484848485
SemEval 2016,Nemotron-Mini-4B-Instruct,task_definition,True,0.220938272808,19770.5,16,1249,78.0625
SemEval 2016,Nemotron-Mini-4B-Instruct,task_definition_scale,True,0.239823078748,23071.81,16,1249,78.0625
SemEval 2016,Qwen3-1.7B,cot,True,2.634333704211,6351.76,174,1249,7.17816091954023
SemEval 2016,Qwen3-1.7B,default,True,0.898562818908,6720.12,42,1249,29.738095238095237
SemEval 2016,Qwen3-1.7B,default_no_label_definitions,True,0.82210843605,6169.22,41,1249,30.463414634146343
SemEval 2016,Qwen3-1.7B,few_shot_12,True,0.194764551721,57212.0,17,1249,73.47058823529412
SemEval 2016,Qwen3-1.7B,few_shot_15,True,0.492869295185,30779.46,37,1249,33.75675675675676
SemEval 2016,Qwen3-1.7B,few_shot_3,True,0.324958534174,16056.37,30,1249,41.63333333333333
SemEval 2016,Qwen3-1.7B,few_shot_6,True,0.19420917404,37878.47,17,1249,73.47058823529412
SemEval 2016,Qwen3-1.7B,few_shot_9,True,0.197531858557,47280.41,17,1249,73.47058823529412
SemEval 2016,Qwen3-1.7B,question,True,0.736336558704,10990.85,33,1249,37.84848484848485
SemEval 2016,Qwen3-1.7B,semantic_icl_12,True,0.575737515736,25650.46,37,1249,33.75675675675676
SemEval 2016,Qwen3-1.7B,semantic_icl_15,True,0.873565346277,24127.55,47,1249,26.574468085106382
SemEval 2016,Qwen3-1.7B,semantic_icl_3,True,1.093794937534,4236.67,113,1249,11.053097345132743
SemEval 2016,Qwen3-1.7B,semantic_icl_6,True,1.182116527638,5514.5,115,1249,10.860869565217392
SemEval 2016,Qwen3-1.7B,semantic_icl_9,True,0.498981441165,22575.94,35,1249,35.68571428571428
SemEval 2016,Qwen3-1.7B,task_definition,True,0.770105624351,9136.6,35,1249,35.68571428571428
SemEval 2016,Qwen3-1.7B,task_definition_scale,True,0.502491986139,7748.04,47,1249,26.574468085106382
SemEval 2016,Qwen3-14B,cot,True,7.757912037842,6916.93,200,1249,6.245
SemEval 2016,Qwen3-14B,default,True,10.531526707943,1689.59,425,1249,2.938823529411765
SemEval 2016,Qwen3-14B,default_no_label_definitions,True,9.502032540824,1577.7,421,1249,2.9667458432304037
SemEval 2016,Qwen3-14B,few_shot_12,True,4.208199958396,12621.71,115,1249,10.860869565217392
SemEval 2016,Qwen3-14B,few_shot_15,True,4.375252582723,12815.85,125,1249,9.992
SemEval 2016,Qwen3-14B,few_shot_3,True,5.304874908272,3358.78,276,1249,4.52536231884058
SemEval 2016,Qwen3-14B,few_shot_6,True,4.010040224784,9391.38,116,1249,10.767241379310345
SemEval 2016,Qwen3-14B,few_shot_9,True,4.190627943201,10611.93,119,1249,10.495798319327731
SemEval 2016,Qwen3-14B,question,True,4.985810880474,6002.24,131,1249,9.534351145038167
SemEval 2016,Qwen3-14B,semantic_icl_12,True,11.172968407889,6071.61,275,1249,4.541818181818182
SemEval 2016,Qwen3-14B,semantic_icl_15,True,12.313901483099,6153.52,301,1249,4.149501661129568
SemEval 2016,Qwen3-14B,semantic_icl_3,True,7.503045617027,3836.72,281,1249,4.444839857651245
SemEval 2016,Qwen3-14B,semantic_icl_6,True,8.36783508923,5942.33,217,1249,5.755760368663594
SemEval 2016,Qwen3-14B,semantic_icl_9,True,9.798040712216,6161.67,243,1249,5.139917695473251
SemEval 2016,Qwen3-14B,task_definition,True,5.461474923079,4712.68,161,1249,7.75776397515528
SemEval 2016,Qwen3-14B,task_definition_scale,True,9.131418690617,5131.04,238,1249,5.2478991596638656
SemEval 2016,Qwen3-4B-Instruct-2507,cot,True,1.044157696354,20705.56,36,1249,34.69444444444444
SemEval 2016,Qwen3-4B-Instruct-2507,default,True,1.080771161733,4947.3,56,1249,22.303571428571427
SemEval 2016,Qwen3-4B-Instruct-2507,default_no_label_definitions,True,0.652636108193,7748.28,29,1249,43.06896551724138
SemEval 2016,Qwen3-4B-Instruct-2507,few_shot_12,True,0.279570794422,48469.45,20,1249,62.45
SemEval 2016,Qwen3-4B-Instruct-2507,few_shot_15,True,0.278936114562,56463.3,20,1249,62.45
SemEval 2016,Qwen3-4B-Instruct-2507,few_shot_3,True,0.620422764571,9381.9,51,1249,24.49019607843137
SemEval 2016,Qwen3-4B-Instruct-2507,few_shot_6,True,0.292562383734,29130.82,22,1249,56.77272727272727
SemEval 2016,Qwen3-4B-Instruct-2507,few_shot_9,True,0.280586153568,38131.05,21,1249,59.476190476190474
SemEval 2016,Qwen3-4B-Instruct-2507,question,True,0.529127320026,14459.0,21,1249,59.476190476190474
SemEval 2016,Qwen3-4B-Instruct-2507,semantic_icl_12,True,0.876102003365,25527.22,37,1249,33.75675675675676
SemEval 2016,Qwen3-4B-Instruct-2507,semantic_icl_15,True,1.044331414369,26252.29,42,1249,29.738095238095237
SemEval 2016,Qwen3-4B-Instruct-2507,semantic_icl_3,True,0.737023039533,8258.26,57,1249,21.912280701754387
SemEval 2016,Qwen3-4B-Instruct-2507,semantic_icl_6,True,0.663565092026,15685.5,40,1249,31.225
SemEval 2016,Qwen3-4B-Instruct-2507,semantic_icl_9,True,0.804758161649,18281.37,43,1249,29.046511627906977
SemEval 2016,Qwen3-4B-Instruct-2507,task_definition,True,0.504998542959,14078.32,22,1249,56.77272727272727
SemEval 2016,Qwen3-4B-Instruct-2507,task_definition_scale,True,0.758541018393,5976.62,60,1249,20.816666666666666
SemEval 2016,Qwen3-4B,cot,True,4.323143361818,12413.49,121,1249,10.322314049586776
SemEval 2016,Qwen3-4B,default,True,3.974130795619,4917.28,151,1249,8.271523178807946
SemEval 2016,Qwen3-4B,default_no_label_definitions,True,3.758415969096,4900.71,151,1249,8.271523178807946
SemEval 2016,Qwen3-4B,few_shot_12,True,2.786262328722,20462.48,83,1249,15.048192771084338
SemEval 2016,Qwen3-4B,few_shot_15,True,3.145593049523,21266.2,91,1249,13.725274725274724
SemEval 2016,Qwen3-4B,few_shot_3,True,2.481659364511,10322.77,101,1249,12.366336633663366
SemEval 2016,Qwen3-4B,few_shot_6,True,2.351408240011,17336.0,73,1249,17.10958904109589
SemEval 2016,Qwen3-4B,few_shot_9,True,2.532672867356,19262.93,76,1249,16.43421052631579
SemEval 2016,Qwen3-4B,question,True,2.68362323619,10850.74,80,1249,15.6125
SemEval 2016,Qwen3-4B,semantic_icl_12,True,6.771854318477,10888.49,175,1249,7.137142857142857
SemEval 2016,Qwen3-4B,semantic_icl_15,True,7.383150888358,11120.88,187,1249,6.679144385026738
SemEval 2016,Qwen3-4B,semantic_icl_3,True,4.713925157333,8684.4,155,1249,8.058064516129033
SemEval 2016,Qwen3-4B,semantic_icl_6,True,5.394398906551,10228.18,150,1249,8.326666666666666
SemEval 2016,Qwen3-4B,semantic_icl_9,True,5.959762346165,11091.15,155,1249,8.058064516129033
SemEval 2016,Qwen3-4B,task_definition,True,2.533034244635,10386.89,79,1249,15.810126582278482
SemEval 2016,Qwen3-4B,task_definition_scale,True,7.389457411256,7906.22,221,1249,5.65158371040724
SemEval 2016,Qwen3-8B,cot,True,5.668197857095,10007.63,151,1249,8.271523178807946
SemEval 2016,Qwen3-8B,default,True,5.36735926127,4220.66,197,1249,6.340101522842639
SemEval 2016,Qwen3-8B,default_no_label_definitions,True,4.214521207181,5488.28,144,1249,8.67361111111111
SemEval 2016,Qwen3-8B,few_shot_12,True,2.906251545932,17617.05,87,1249,14.35632183908046
SemEval 2016,Qwen3-8B,few_shot_15,True,2.989713981353,19410.41,88,1249,14.193181818181818
SemEval 2016,Qwen3-8B,few_shot_3,True,3.218265373934,6903.71,143,1249,8.734265734265735
SemEval 2016,Qwen3-8B,few_shot_6,True,2.755217226254,13958.95,84,1249,14.869047619047619
SemEval 2016,Qwen3-8B,few_shot_9,True,2.775028498521,16588.01,81,1249,15.419753086419753
SemEval 2016,Qwen3-8B,question,True,4.097713613348,8392.95,110,1249,11.354545454545455
SemEval 2016,Qwen3-8B,semantic_icl_12,True,8.764139715795,8768.89,215,1249,5.809302325581395
SemEval 2016,Qwen3-8B,semantic_icl_15,True,9.439052507645,8621.3,236,1249,5.2923728813559325
SemEval 2016,Qwen3-8B,semantic_icl_3,True,6.66157523382,4780.75,269,1249,4.643122676579925
SemEval 2016,Qwen3-8B,semantic_icl_6,True,7.819576205632,5588.11,274,1249,4.5583941605839415
SemEval 2016,Qwen3-8B,semantic_icl_9,True,8.340927200335,7990.45,218,1249,5.729357798165138
SemEval 2016,Qwen3-8B,task_definition,True,3.960958823504,7533.95,118,1249,10.584745762711865
SemEval 2016,Qwen3-8B,task_definition_scale,True,7.992833978631,7576.22,212,1249,5.8915094339622645
SemEval 2016,claude-haiku-4-5-20251001,cot,False,,113.88,6014,1249,0.20768207515796475
SemEval 2016,claude-haiku-4-5-20251001,default,False,,37.47,6557,1249,0.19048345279853593
SemEval 2016,claude-haiku-4-5-20251001,default_no_label_definitions,False,,64.0,2851,1249,0.43809189757979655
SemEval 2016,claude-haiku-4-5-20251001,few_shot,False,,147.64,3062,1249,0.4079033311561071
SemEval 2016,claude-haiku-4-5-20251001,few_shot_12,False,,355.99,2868,1249,0.43549511854951184
SemEval 2016,claude-haiku-4-5-20251001,few_shot_15,False,,247.69,4804,1249,0.2599916736053289
SemEval 2016,claude-haiku-4-5-20251001,few_shot_3,False,,157.04,2888,1249,0.4324792243767313
SemEval 2016,claude-haiku-4-5-20251001,few_shot_6,False,,229.39,2790,1249,0.44767025089605733
SemEval 2016,claude-haiku-4-5-20251001,few_shot_9,False,,299.49,2750,1249,0.4541818181818182
SemEval 2016,claude-haiku-4-5-20251001,question,False,,90.8,2798,1249,0.4463902787705504
SemEval 2016,claude-haiku-4-5-20251001,task_definition,False,,92.97,2786,1249,0.4483129935391242
SemEval 2016,claude-haiku-4-5-20251001,task_definition_scale,False,,110.6,2936,1249,0.42540871934604907
SemEval 2016,gpt-5-mini,cot,False,,2141.76,667,1249,1.8725637181409296
SemEval 2016,gpt-5-mini,default,False,,1713.48,222,1249,5.626126126126126
SemEval 2016,gpt-5-mini,default_no_label_definitions,False,,1232.47,275,1249,4.541818181818182
SemEval 2016,gpt-5-mini,few_shot,False,,2257.75,259,1249,4.822393822393822
SemEval 2016,gpt-5-mini,few_shot_12,False,,3862.91,285,1249,4.382456140350877
SemEval 2016,gpt-5-mini,few_shot_15,False,,3402.34,353,1249,3.538243626062323
SemEval 2016,gpt-5-mini,few_shot_3,False,,2080.28,312,1249,4.003205128205129
SemEval 2016,gpt-5-mini,few_shot_6,False,,1096.45,679,1249,1.8394698085419734
SemEval 2016,gpt-5-mini,few_shot_9,False,,3749.56,253,1249,4.936758893280633
SemEval 2016,gpt-5-mini,question,False,,1786.69,237,1249,5.270042194092827
SemEval 2016,gpt-5-mini,semantic_icl_12,False,,4048.9,293,1249,4.262798634812286
SemEval 2016,gpt-5-mini,semantic_icl_15,False,,4555.04,294,1249,4.2482993197278915
SemEval 2016,gpt-5-mini,semantic_icl_3,False,,2438.13,270,1249,4.625925925925926
SemEval 2016,gpt-5-mini,semantic_icl_6,False,,3561.2,238,1249,5.2478991596638656
SemEval 2016,gpt-5-mini,semantic_icl_9,False,,3499.44,292,1249,4.277397260273973
SemEval 2016,gpt-5-mini,task_definition,False,,1431.34,295,1249,4.233898305084746
SemEval 2016,gpt-5-mini,task_definition_scale,False,,2614.48,209,1249,5.976076555023924
SemEval 2016,gpt-5.2,cot,False,,1675.67,316,1249,3.9525316455696204
SemEval 2016,gpt-5.2,default,False,,1744.82,120,1249,10.408333333333333
SemEval 2016,gpt-5.2,default_no_label_definitions,False,,1119.96,139,1249,8.985611510791367
SemEval 2016,gpt-5.2,few_shot,False,,2569.35,134,1249,9.32089552238806
SemEval 2016,gpt-5.2,few_shot_12,False,,3139.76,283,1249,4.413427561837456
SemEval 2016,gpt-5.2,few_shot_15,False,,3095.75,328,1249,3.807926829268293
SemEval 2016,gpt-5.2,few_shot_3,False,,1373.89,292,1249,4.277397260273973
SemEval 2016,gpt-5.2,few_shot_6,False,,2278.12,248,1249,5.036290322580645
SemEval 2016,gpt-5.2,few_shot_9,False,,1349.26,528,1249,2.365530303030303
SemEval 2016,gpt-5.2,question,False,,1695.54,139,1249,8.985611510791367
SemEval 2016,gpt-5.2,semantic_icl_12,False,,7550.31,116,1249,10.767241379310345
SemEval 2016,gpt-5.2,semantic_icl_15,False,,9845.81,105,1249,11.895238095238096
SemEval 2016,gpt-5.2,semantic_icl_3,False,,3592.29,112,1249,11.151785714285714
SemEval 2016,gpt-5.2,semantic_icl_6,False,,4696.06,119,1249,10.495798319327731
SemEval 2016,gpt-5.2,semantic_icl_9,False,,6405.42,112,1249,11.151785714285714
SemEval 2016,gpt-5.2,task_definition,False,,1718.76,140,1249,8.92142857142857
SemEval 2016,gpt-5.2,task_definition_scale,False,,2686.98,108,1249,11.564814814814815
SemEval 2016,phi-4-mini-instruct,cot,True,0.830814546842,20413.39,31,1249,40.29032258064516
SemEval 2016,phi-4-mini-instruct,default,True,0.86987018695,5006.61,54,1249,23.12962962962963
SemEval 2016,phi-4-mini-instruct,default_no_label_definitions,True,0.60206467887,8667.4,25,1249,49.96
SemEval 2016,phi-4-mini-instruct,few_shot_12,True,0.272902502346,45162.38,21,1249,59.476190476190474
SemEval 2016,phi-4-mini-instruct,few_shot_15,True,0.276551878788,47767.48,23,1249,54.30434782608695
SemEval 2016,phi-4-mini-instruct,few_shot_3,True,0.599241352414,8600.93,54,1249,23.12962962962963
SemEval 2016,phi-4-mini-instruct,few_shot_6,True,0.274561807384,27042.13,23,1249,54.30434782608695
SemEval 2016,phi-4-mini-instruct,few_shot_9,True,0.278642620732,35491.82,22,1249,56.77272727272727
SemEval 2016,phi-4-mini-instruct,question,True,0.548477581003,13515.5,22,1249,56.77272727272727
SemEval 2016,phi-4-mini-instruct,semantic_icl_12,True,0.830256997639,23911.23,39,1249,32.02564102564103
SemEval 2016,phi-4-mini-instruct,semantic_icl_15,True,0.954764413788,25966.21,42,1249,29.738095238095237
SemEval 2016,phi-4-mini-instruct,semantic_icl_3,True,0.729442441735,7648.43,60,1249,20.816666666666666
SemEval 2016,phi-4-mini-instruct,semantic_icl_6,True,0.643364976879,13676.82,45,1249,27.755555555555556
SemEval 2016,phi-4-mini-instruct,semantic_icl_9,True,0.789186864084,16126.81,48,1249,26.020833333333332
SemEval 2016,phi-4-mini-instruct,task_definition,True,0.488276704687,13713.32,22,1249,56.77272727272727
SemEval 2016,phi-4-mini-instruct,task_definition_scale,True,0.714601851951,5337.95,65,1249,19.215384615384615
SemEval 2016,phi-4,cot,True,3.838884580367,7209.54,105,1249,11.895238095238096
SemEval 2016,phi-4,default,True,5.369123218998,987.88,285,1249,4.382456140350877
SemEval 2016,phi-4,default_no_label_definitions,True,5.877185672662,828.72,278,1249,4.4928057553956835
SemEval 2016,phi-4,few_shot_12,True,0.64706974792,27744.4,35,1249,35.68571428571428
SemEval 2016,phi-4,few_shot_15,True,0.637035980341,32251.77,35,1249,35.68571428571428
SemEval 2016,phi-4,few_shot_3,True,1.826575269266,3014.41,159,1249,7.855345911949685
SemEval 2016,phi-4,few_shot_6,True,0.637707034907,19449.21,33,1249,37.84848484848485
SemEval 2016,phi-4,few_shot_9,True,0.661841252718,22905.57,35,1249,35.68571428571428
SemEval 2016,phi-4,question,True,1.128078641644,7366.33,42,1249,29.738095238095237
SemEval 2016,phi-4,semantic_icl_12,True,2.519546413396,11635.11,81,1249,15.419753086419753
SemEval 2016,phi-4,semantic_icl_15,True,3.968481188322,9748.36,113,1249,11.053097345132743
SemEval 2016,phi-4,semantic_icl_3,True,2.648581844308,2256.3,209,1249,5.976076555023924
SemEval 2016,phi-4,semantic_icl_6,True,2.441629396514,4209.6,149,1249,8.38255033557047
SemEval 2016,phi-4,semantic_icl_9,True,2.046864598606,11054.94,71,1249,17.591549295774648
SemEval 2016,phi-4,task_definition,True,1.33975870164,6411.33,49,1249,25.489795918367346
SemEval 2016,phi-4,task_definition_scale,True,2.114840303683,2115.97,171,1249,7.304093567251462
EZStance,DeepSeek-R1-Distill-Llama-8B,cot,True,6.894431909879,16373.78,170,2663,15.66470588235294
EZStance,DeepSeek-R1-Distill-Llama-8B,default,True,4.19095238193,8008.96,169,2663,15.757396449704142
EZStance,DeepSeek-R1-Distill-Llama-8B,default_no_label_definitions,True,3.209808591348,14413.62,85,2663,31.32941176470588
EZStance,DeepSeek-R1-Distill-Llama-8B,few_shot_12,True,3.160268715723,31529.42,86,2663,30.96511627906977
EZStance,DeepSeek-R1-Distill-Llama-8B,few_shot_15,True,2.854771722399,39537.6,77,2663,34.58441558441559
EZStance,DeepSeek-R1-Distill-Llama-8B,few_shot_3,True,2.908612928186,22870.34,74,2663,35.986486486486484
EZStance,DeepSeek-R1-Distill-Llama-8B,few_shot_6,True,2.845545623732,24761.87,83,2663,32.08433734939759
EZStance,DeepSeek-R1-Distill-Llama-8B,few_shot_9,True,2.927287789733,30266.47,79,2663,33.70886075949367
EZStance,DeepSeek-R1-Distill-Llama-8B,question,True,4.171178743989,13811.96,110,2663,24.20909090909091
EZStance,DeepSeek-R1-Distill-Llama-8B,task_definition,True,3.561707591682,15295.16,92,2663,28.945652173913043
EZStance,DeepSeek-R1-Distill-Llama-8B,task_definition_scale,True,4.311053333941,15675.08,104,2663,25.60576923076923
EZStance,DeepSeek-R1-Distill-Qwen-14B,cot,True,11.061060559362,9903.39,257,2663,10.361867704280156
EZStance,DeepSeek-R1-Distill-Qwen-14B,default,True,6.989794463542,3048.28,375,2663,7.101333333333334
EZStance,DeepSeek-R1-Distill-Qwen-14B,default_no_label_definitions,True,6.107261021881,2819.69,350,2663,7.6085714285714285
EZStance,DeepSeek-R1-Distill-Qwen-14B,few_shot_12,True,4.783439932562,21871.66,121,2663,22.00826446280992
EZStance,DeepSeek-R1-Distill-Qwen-14B,few_shot_15,True,5.240721307995,25535.41,117,2663,22.76068376068376
EZStance,DeepSeek-R1-Distill-Qwen-14B,few_shot_3,True,4.660501829426,13413.52,118,2663,22.56779661016949
EZStance,DeepSeek-R1-Distill-Qwen-14B,few_shot_6,True,4.782040102859,16801.16,116,2663,22.95689655172414
EZStance,DeepSeek-R1-Distill-Qwen-14B,few_shot_9,True,4.492168821845,18895.4,122,2663,21.827868852459016
EZStance,DeepSeek-R1-Distill-Qwen-14B,question,True,5.627994104944,9075.8,146,2663,18.23972602739726
EZStance,DeepSeek-R1-Distill-Qwen-14B,task_definition,True,5.112951004316,9595.95,127,2663,20.968503937007874
EZStance,DeepSeek-R1-Distill-Qwen-14B,task_definition_scale,True,6.567821295497,8912.93,161,2663,16.540372670807454
EZStance,Llama-3.1-8B-Instruct,cot,True,1.483576790383,32486.13,45,2663,59.17777777777778
EZStance,Llama-3.1-8B-Instruct,default,True,1.658697600672,4734.43,150,2663,17.753333333333334
EZStance,Llama-3.1-8B-Instruct,default_no_label_definitions,True,1.114829184701,5222.03,115,2663,23.156521739130437
EZStance,Llama-3.1-8B-Instruct,few_shot_12,True,0.705846343778,79168.93,27,2663,98.62962962962963
EZStance,Llama-3.1-8B-Instruct,few_shot_15,True,0.702610854281,91777.85,27,2663,98.62962962962963
EZStance,Llama-3.1-8B-Instruct,few_shot_3,True,0.69897544935,41407.41,27,2663,98.62962962962963
EZStance,Llama-3.1-8B-Instruct,few_shot_6,True,0.704093686853,54224.89,27,2663,98.62962962962963
EZStance,Llama-3.1-8B-Instruct,few_shot_9,True,0.693456225409,66935.44,27,2663,98.62962962962963
EZStance,Llama-3.1-8B-Instruct,question,True,0.869604031564,24787.06,31,2663,85.90322580645162
EZStance,Llama-3.1-8B-Instruct,task_definition,True,0.888815498738,23609.24,33,2663,80.6969696969697
EZStance,Llama-3.1-8B-Instruct,task_definition_scale,True,0.927546568484,26799.48,33,2663,80.6969696969697
EZStance,Nemotron-Mini-4B-Instruct,cot,True,0.973165100914,39757.03,38,2663,70.07894736842105
EZStance,Nemotron-Mini-4B-Instruct,default,True,0.445365223666,28415.46,24,2663,110.95833333333333
EZStance,Nemotron-Mini-4B-Instruct,default_no_label_definitions,True,0.369579560084,26903.38,21,2663,126.80952380952381
